,Broad business,Recession alerts,Industrial Production,Manufacturing,Services,Small Business sentix,Consumption,Consumers sentiment,Labour general,Labour HH survey,Labour estabilishment survey,Housing activity,Retail sales,corporate sales & margins,"Income, savings",Interest rates,Rates sentiment,CPI,CPI sentiment,PPI finished goods,BS_housing wealth,BS_housing refinancing,BS_current asset / liabilities,Savings rate ,Fed liquidity
31/07/2015,47.78705837,53.52822581,21.76238739,40.57646356,57.1656586,46.0472973,54.1218638,47.88611926,60.15456989,73.71831797,76.50479196,64.92398649,32.58258258,33.28445748,54.18018018,45.56835637,37.08783784,36.89900427,52.86738351,30.92092092,72.33483483,68.45945946,49.43693694,30.82625483,32.62899263
31/08/2015,47.72727273,51.90508021,37.16397849,42.41681521,56.29177807,50.51075269,45.45454545,61.21171609,68.07263815,68.96963331,71.46884445,54.72530242,43.04062127,42.35942311,57.29390681,45.97975554,41.65994624,40.56781739,38.12070283,39.94424532,71.67562724,65.45698925,49.47356631,35.31490015,31.40273705
30/09/2015,36.90634498,44.06582447,40.11252228,36.40661939,46.28490691,41.42379679,31.33865248,53.03433269,67.7947695,67.82864742,70.40356152,57.17747326,45.54367201,40.19181173,50.64171123,43.69490881,38.77673797,35.83825875,39.52634245,25.87641117,68.03178847,55.0381971,50.03342246,31.92513369,41.29800681
31/10/2015,38.96447468,45.55224868,37.54986702,49.33862434,45.43650794,52.44015957,22.5308642,59.62000962,61.37786596,67.81934996,70.12594893,54.65009973,29.16666667,39.9631233,46.75531915,44.7297808,40.53856383,33.01138485,36.60871756,13.7214342,66.34899527,53.15729483,53.06405142,32.43920973,19.68085106
30/11/2015,39.72274436,45.08223684,29.44223986,46.24269006,32.57401316,51.14417989,21.31578947,51.1722488,59.24561404,64.8825188,70.52631579,49.17328042,20.66431511,37.6076555,39.45326279,47.71616541,45.68783069,32.80887404,40.13784461,12.31628454,67.22516167,53.93424036,53.18011464,35.40816327,53.12650313
31/12/2015,40.08975318,45.53337696,23.24561404,38.77981385,46.8177356,47.86842105,24.30191972,43.24131366,59.31282723,71.46596859,74.68984748,58.54851974,18.2748538,37.45042043,38.61403509,48.91922214,42.38157895,34.00277008,40.61331339,11.35477583,64.37865497,58.92105263,45.83333333,34.11654135,45.55023923
31/01/2016,42.42931548,31.00585938,20.97513089,49.48640046,44.39290365,38.54057592,26.82291667,45.76822917,64.21875,67.16889881,69.56804801,55.37058246,24.72367656,38.9520202,40.71553229,48.34449405,51.98298429,31.09212823,34.5610119,10.77176653,70.17452007,63.39940165,45.2552356,32.41585639,22.58448358
29/02/2016,41.78849001,23.13795337,29.78515625,55.01583189,43.24805699,41.98567708,39.20552677,42.24564296,57.28626943,66.48778682,70.63246227,51.37532552,17.1875,41.51358141,40.53819444,45.85492228,48.79557292,30.19005848,37.70046879,15.51890432,65.49623843,60.81845238,45.39930556,26.99776786,21.21212121
31/03/2016,48.67452135,28.72100515,30.22992228,60.30927835,50.48324742,36.28238342,24.39862543,48.68205248,54.84536082,67.9583947,72.98576871,53.80505181,37.73747841,36.77756951,49.2746114,42.93814433,49.74740933,32.98791019,47.99950908,13.70178469,63.31318365,53.72686899,39.08139033,28.0199852,34.10268488
30/04/2016,42.91208791,37.70833333,26.31550687,62.50712251,50.85737179,32.32603093,37.17948718,41.43356643,55.67521368,68.42032967,73.97157191,53.56394974,26.28865979,35.55555556,42.90378007,40.37728938,47.23582474,33.40115753,49.86568987,15.79801451,70.78465063,61.71944035,36.16838488,26.52430044,30.95126523
31/05/2016,53.72631195,41.5497449,29.0758547,53.25255102,41.78093112,40.99358974,31.59013605,60.33743043,61.03316327,61.68458455,66.06033718,58.93830128,24.21652422,36.30179344,51.88034188,37.6585277,49.15384615,39.74808817,41.55733722,20.1994302,71.00854701,58.58608059,38.78739316,27.07692308,25.08158508
30/06/2016,53.94307469,28.6088198,30.23490646,54.82938522,35.88991117,35.87372449,51.48054146,57.19312413,55.05287648,63.69198695,69.44107261,49.70503827,38.63378685,41.0936779,48.35034014,34.02284264,41.42857143,41.71142141,49.15397631,28.98715042,73.20861678,53.69897959,36.29889456,25.76895044,23.19109462
31/07/2016,48.07449495,32.01546717,44.87626904,39.66049383,53.05397727,53.59137056,43.64478114,49.04729109,56.56986532,65.53481241,75.27997365,51.9035533,51.0998308,41.90388736,52.16582064,33.01767677,47.4428934,44.18024757,44.6007696,38.03346494,73.02594473,45.6417694,36.4213198,26.70775925,28.43793263
31/08/2016,39.12419239,33.35427136,37.01073232,41.54103853,39.98115578,41.15530303,37.2278057,51.03928735,53.95938023,66.22397703,76.56215862,53.27099116,30.35914703,45.96467184,53.75420875,33.29145729,39.02146465,41.0464292,52.06987318,36.89674523,73.77104377,47.25468975,34.70117845,28.27561328,29.16666667
30/09/2016,44.56696429,39.4609375,39.25879397,46.26388889,48.9765625,44.13944724,44.91666667,58.75568182,52.2875,67.53125,77.875,51.39368719,32.66331658,46.99242424,53.31658291,34.30714286,46.46356784,43.85083311,46.30952381,32.98901917,77.57398102,45.98707825,44.2839196,30.35893754,24.46322522
31/10/2016,39.80099502,46.22978856,39.515625,42.94499724,42.61504975,51.35625,41.70812604,46.31388512,56.33084577,61.71819474,71.33084577,50.2578125,27.33333333,47.51997588,58.08333333,40.21321962,47.44375,44.01315789,33.08457711,31.89814815,72.42361111,43.75,45.02083333,30.8,22.31818182
30/11/2016,54.1460396,61.16955446,37.90422886,48.84488449,52.71503713,44.83830846,35.60231023,70.37016202,61.45420792,64.85148515,69.03250108,58.8619403,27.55666114,45.2370237,56.99834163,46.78925035,49.39054726,43.45378371,56.82461103,39.29426939,71.31840796,49.4100924,48.13432836,31.83724236,19.42559928
31/12/2016,60.04574243,61.63793103,35.40635314,59.98905309,56.04987685,51.9740099,53.32512315,79.41110614,66.01190476,60.91660802,69.12882844,49.79888614,30.28052805,44.95447082,54.00990099,46.8226601,46.81930693,39.33038041,43.66643209,38.1096443,74.10891089,67.18528996,45.8539604,33.82956153,20.70207021
31/01/2017,58.61782213,63.64889706,45.01744663,59.06862745,56.80147059,68.11576355,60.70261438,81.65663993,66.60947712,65.06915266,69.76236147,56.52324507,41.78981938,45.95959596,60.64039409,47.94467787,48.43596059,43.37568058,67.96218487,44.38058748,67.4589491,78.24067558,46.55172414,34.49683322,24.49619346
28/02/2017,61.41550523,51.06707317,35.6004902,60.85365854,62.91158537,75.74754902,58.04878049,73.24833703,69.22764228,67.34320557,71.22216331,53.99050245,58.87799564,59.46784922,62.00980392,45.29268293,50.17769608,48.98090815,50.92915215,56.30900508,70.3172658,75.74229692,47.79922386,37.81512605,25.69073084
31/03/2017,60.27652566,43.05976942,36.34654472,63.56526429,63.0309466,74.88414634,49.51456311,74.72969991,76.23584142,64.45041609,65.85584635,58.86432927,64.14634146,59.34098264,58.7804878,48.18307906,40.44512195,51.36071887,52.08044383,64.20054201,71.45528455,77.42857143,35.53861789,35.33449477,43.94678492
30/04/2017,64.25120773,33.91455314,38.75910194,49.38942566,52.50603865,66.85679612,45.73268921,77.72837066,76.48550725,66.17494824,66.1284394,55.26016383,67.96116505,59.39833114,59.72491909,47.21704624,40.37014563,46.20166922,48.22866345,59.26824883,77.88160734,75.8668516,39.68446602,42.32316227,54.36893204
31/05/2017,62.68028846,24.71454327,58.61513688,49.21875,62.55258413,67.83816425,39.54326923,67.54261364,72.49198718,69.17925824,69.12886706,48.04121377,69.48470209,59.14189977,56.69887279,45.32623626,37.72342995,41.37215018,55.63186813,56.24440866,79.17874396,76.1663216,40.12177939,43.29192547,52.78875714
30/06/2017,57.02323992,28.15490431,65.86538462,56.41945774,38.21022727,77.33774038,33.77192982,53.52327099,67.37240829,69.71975393,68.44705638,48.85441707,39.58333333,63.02740322,50.625,44.27546138,46.20192308,37.93859649,54.32900433,41.63995726,76.5892094,72.67513736,49.00841346,45.95123626,50.04370629
31/07/2017,55.6377551,27.24702381,59.3650319,56.79232804,30.61011905,56.81818182,35.27777778,60.57359307,67.9047619,66.92602041,67.93995859,51.75313995,51.19617225,61.01010101,46.33173844,44.89965986,44.8923445,34.19373793,64.26303855,35.50416445,79.27299309,71.61654135,48.47986443,47.72385509,51.45715528
31/08/2017,53.40216655,28.65817536,47.03869048,46.40600316,49.00029621,61.04761905,37.67772512,68.56419647,60.87085308,69.02081923,63.74407583,45.28645833,31.00529101,61.03690938,47.12698413,44.32633717,39.33928571,33.48788638,50.93658316,29.00352734,77.18386243,74.30272109,46.05654762,48.19727891,54.6969697
30/09/2017,58.1157345,37.96432783,39.35624013,51.53957023,59.59610849,71.90165877,59.66981132,63.33619211,63.88561321,68.20670485,60.1671452,42.97985782,35.46603476,61.51372213,50.15797788,44.96967655,36.40995261,35.27479837,53.6163522,39.99473407,76.93654555,70.23019634,50.37519747,46.89911984,56.78586816
31/10/2017,65.92052314,39.73738263,37.40664308,65.24517475,59.41901408,50.27122642,58.95931142,82.75714895,69.20774648,64.51626425,60.17809757,42.01061321,69.60167715,61.7939963,61.43081761,46.82092555,46.50353774,41.69563059,53.35345406,46.82040531,74.41037736,69.22843666,50.36851415,46.20283019,42.6457976
30/11/2017,60.12182911,42.79351636,54.4062989,65.98520249,42.89573598,56.98356808,74.88317757,76.52931181,65.02725857,63.93941923,63.05363673,54.28403756,56.36411059,58.21297083,59.23317684,47.98064085,43.15140845,42.6859402,52.32532265,52.45174752,75.77986437,69.38967136,49.10015649,49.63112005,55.56978233
31/12/2017,60.33637874,37.19476744,63.16686137,61.10465116,38.2122093,59.50350467,80.15503876,61.09408034,66.65116279,64.26079734,63.58948433,60.1745035,84.60539979,56.97674419,68.45794393,49.94684385,48.80257009,42.6504345,57.99557032,65.87919695,76.99636552,67.31308411,47.19626168,50.1435247,53.73831776
31/01/2018,59.64368386,48.29282407,61.1627907,52.43055556,65.32118056,70.3372093,78.89660494,57.90193603,68.54938272,68.08035714,61.45581723,52.03125,92.19638243,58.58585859,69.37984496,53.19940476,30.79069767,43.5495716,47.28835979,62.20499569,73.42377261,63.37209302,48.22674419,50.65116279,55.26427061
28/02/2018,63.39285714,49.95679724,55.12152778,53.61623144,54.63709677,71.92708333,73.73271889,65.78864684,73.7077573,72.24325214,68.81887397,50.47019676,70.49897119,69.35483871,64.24382716,57.09512837,41.51041667,50.50357375,58.67895545,59.28497942,75.02314815,68.81613757,47.89255401,50.34060847,35.56397306
31/03/2018,61.04603539,40.80418578,61.69834869,46.41946993,42.56737385,66.49769585,57.26299694,67.84299416,68.99655963,75.25393185,71.53719585,52.72177419,80.33794163,65.63108146,59.58525346,56.84469201,40.2937788,51.02676045,69.55002184,56.26386755,72.37071173,76.32982225,42.01228879,51.81040158,31.94386259
30/04/2018,52.46656882,38.91267123,64.89870031,54.43937088,31.82791096,61.39908257,60.15981735,59.31403072,66.13584475,74.16829746,72.22304943,57.34303326,54.94393476,64.64646465,53.25688073,59.3444227,52.07568807,46.88556253,62.8506197,52.28508325,74.23929664,78.84665793,41.00248471,54.19397117,29.79566305
31/05/2018,52.94237013,31.19318182,75.73725266,59.72222222,42.67755682,63.59018265,65.15151515,61.17252066,70.88068182,75.23133117,71.98863636,49.1010274,47.86910198,63.03030303,54.50532725,58.40422078,51.86073059,43.5872787,64.88095238,45.01099273,72.12075089,79.92824527,39.6499239,55.19569472,22.99709423
30/06/2018,58.18923723,34.06391403,47.03125,57.60432378,67.83088235,74.28977273,48.07692308,61.8006993,66.41402715,74.79395604,71.51780445,51.00142045,82.12121212,66.87919923,57.16666667,57.17032967,44.47727273,43.40111643,67.63628528,50.24410774,68.97474747,80.91558442,41.49621212,56.62012987,23.78099174
31/07/2018,52.87966538,31.8482545,61.67515083,40.71571572,51.9847973,66.80995475,49.81231231,65.29484029,70.01876877,74.94771557,64.35076381,39.07664027,49.39668175,65.71116571,50.54298643,54.41763192,46.61764706,43.62546638,59.65250965,51.75967823,69.6040724,78.64899806,42.89215686,58.93988365,22.41875771
31/08/2018,52.33824471,28.06193946,52.65578078,48.72321873,60.25084081,68.92454955,47.04783259,57.47554015,64.47496263,70.90006406,64.90300253,42.06432995,60.88588589,71.67414051,49.14414414,54.09673286,43.36148649,36.71171171,68.28955798,51.91024358,68.26576577,79.17310167,41.49305556,58.98005148,22.2972973
30/09/2018,55.03029337,34.45870536,74.71973094,47.92286706,55.74079241,61.31726457,33.11011905,73.60998377,70.33110119,69.98565051,62.44904891,38.49845852,59.94020927,72.47700216,48.38565022,54.41645408,51.8441704,36.97978129,54.57057823,45.13369872,66.66791231,79.06149904,36.30418535,58.78603459,18.95637994
31/10/2018,49.70238095,34.125,66.70386905,48.35802469,52.75,73.73325893,38.14814815,65.49494949,64.91111111,71.47222222,66.02657005,43.05594308,34.67261905,71.4006734,44.6875,59.84285714,54.04575893,40.11591479,66.73015873,46.2880291,62.51860119,78.06441327,37.54650298,58.19515306,18.4862013
30/11/2018,51.60003161,27.73091814,48.69907407,39.89060964,50.99557522,59.15555556,46.09144543,60.74517297,64.62205015,67.96381163,59.38101193,38.11805556,60.96296296,69.3081255,48.13333333,60.47250316,47.53888889,42.10916179,51.74884113,57.53909465,59.78271605,78.3968254,38.69444444,58.06349206,27.13131313
31/12/2018,45.05978603,17.5660793,53.74262537,26.91507587,64.09003304,45.80752212,15.27165932,50.42050461,58.35352423,65.64269981,62.30846581,33.27571903,71.11602753,66.84020825,51.34218289,57.45752045,48.87168142,41.18537494,47.16803021,42.27302524,63.34193707,77.95828066,33.77581121,61.45701643,25.5229284
31/01/2019,36.37609649,15.97450658,47.99467695,42.5621345,48.53344298,33.70044053,12.82894737,31.15031898,50.46966374,65.26080827,67.09334477,29.19878855,5.531081743,68.2549176,51.3215859,52.00971178,54.73017621,43.36888477,52.51670844,35.78887257,63.59765051,75.36815607,33.68208517,61.04468219,22.62715258
28/02/2019,43.71880848,26.84907205,36.11567982,44.63245997,67.68558952,31.91337719,11.4992722,47.02262803,56.62663755,59.59139114,60.09350674,41.3377193,30.53118908,55.4518989,52.14912281,47.59825328,44.47916667,42.84010465,42.2125182,27.0711501,64.81359649,67.53759398,34.70851608,60.1566416,19.31818182
31/03/2019,45.54736025,20.89673913,28.2842067,55.86352657,54.36141304,31.39737991,42.10144928,47.21837945,56.54528986,58.04736025,63.88705104,42.89710699,14.87142164,52.94466403,53.52256186,43.60403727,44.06659389,45.28652417,39.64803313,27.27640304,67.9985444,63.55895197,29.68522562,57.08359326,27.21317983
30/04/2019,44.56555349,22.86255411,28.67753623,41.25781626,59.42234848,44.94565217,40.69264069,59.60251869,61.74603175,56.88002474,66.76077546,53.28125,23.14009662,50.49193231,60.15942029,40.09431045,35.78804348,46.73913043,29.55060812,34.72624799,73.36352657,45.29192547,28.35144928,55.18944099,31.81818182
31/05/2019,45.80126232,19.53125,20.7296176,41.17576628,44.94207974,54.13419913,41.66666667,66.04623824,59.91020115,59.29033251,64.84726387,57.55208333,59.86050986,46.02272727,58.6002886,40.61422414,37.84632035,44.31153642,48.07060755,44.04361071,75.94636845,58.39208411,29.78896104,53.60544218,23.37662338
30/06/2019,38.94083384,27.6555794,27.25395115,43.46089652,36.8763412,59.96228448,50.92989986,52.68240343,58.09370529,59.11633967,64.73922374,57.54310345,48.32375479,46.30641176,51.65229885,35.28969957,38.76616379,42.31321839,52.48313918,39.40772669,74.03496169,50.9205665,26.15840517,48.98091133,36.12852665
31/07/2019,44.77258852,22.75641026,28.6748927,39.49430199,41.01228632,49.83369099,60.32763533,76.86965812,59.54950142,58.97435897,60.11241174,61.38344957,49.66618979,47.42942243,51.34477825,35.12362637,39.12553648,38.94285069,54.93487993,27.9605786,74.68288031,40.91354997,26.99391989,45.49049663,34.62738978
31/08/2019,30.68768997,14.50797872,29.12660256,34.49763593,36.32978723,58.99038462,62.12765957,44.06673114,56.83510638,58.6550152,65.16882516,51.46901709,80.65052232,39.50999355,52.40740741,33.0668693,44.65811966,40.46708652,41.32725431,32.38366572,73.93637227,41.23015873,27.55074786,41.24847375,40.57886558
30/09/2019,29.33943705,26.11228814,38.4751773,37.84722222,39.77092161,48.63829787,54.27259887,42.66660247,58.35805085,56.83641041,63.28297716,59.65093085,69.88179669,39.97817155,54.76595745,35.03631961,32.35638298,41.61254199,42.03995157,26.8321513,77.02955083,31.61094225,40.62056738,38.58358663,39.78723404
31/10/2019,35.34885473,40.38765823,30.99399718,37.54102203,36.15506329,43.78707627,41.38537271,40.09877254,55.02461322,55.60955395,61.53458081,55.65082097,59.43973635,38.49891318,53.74293785,31.98613623,34.66101695,41.47338686,39.80309423,22.9519774,72.80367232,35.84745763,40.62941384,34.22215496,30.37365177
30/11/2019,39.81092437,45.60793067,29.89187764,44.45028011,41.60320378,40.93881857,46.67366947,45.92245989,59.48704482,55.35339136,65.64669346,61.05617089,53.00046882,37.10211357,53.65682138,31.31902761,34.99472574,43.49692797,44.64785914,25.91811221,74.88748242,35.21398433,40.55467651,32.34177215,40.77483698
31/12/2019,48.62148834,51.30753138,32.1647409,37.15713622,35.99633891,61.13445378,62.30822873,67.13103842,56.94211994,55.57755529,63.64380571,63.65217962,39.49579832,37.9231647,58.7535014,28.88971907,42.56827731,45.52557865,28.64116358,33.26330532,76.85457516,37.04681873,37.35994398,26.2755102,45.24446142
31/01/2020,54.2671131,30.01302083,30.77057183,48.63425926,57.32421875,62.20711297,60.65972222,67.22537879,61.47743056,52.80877976,69.34782609,65.48117155,41.77126918,40.2209596,60.20920502,28.625,38.13284519,47.37943184,42.70833333,43.44490934,78.81915388,47.78242678,36.18811018,27.50149432,55.74362876
29/02/2020,56.37596325,32.44942946,32.29600694,53.24458276,60.37992739,62.546875,43.25726141,75.48566579,61.72890733,56.31668643,69.78621685,73.84765625,69.12037037,51.77920282,69.01388889,33.38026082,34.99479167,48.79020468,29.48033985,36.56635802,79.31597222,28.66964286,36.42361111,25.46130952,56.64772727
31/03/2020,31.49719599,54.30010331,29.94467497,31.77800735,51.60123967,56.37966805,19.76584022,30.7663411,38.69834711,35.07969303,49.61821775,74.64989627,53.0428769,36.67042324,63.36099585,34.94834711,28.17427386,49.98908059,29.33884298,23.25956662,79.52973721,26.9887374,41.90871369,25.38529935,54.26254244
30/04/2020,15.56069959,53.58796296,9.97761708,14.34613626,27.97710905,33.83264463,0.274348422,19.77179199,27.6457476,5.188124633,12.95848989,32.90289256,33.88429752,34.57413643,22.41046832,30.81569665,46.4927686,42.32637379,27.25847541,11.6620753,76.84343434,27.23730815,43.29373278,9.74025974,68.4823441
31/05/2020,12.31337822,52.56147541,2.572016461,13.79212204,36.93007172,27.18106996,4.542349727,17.68349478,22.65198087,8.350409836,16.79214184,11.56764403,0.205761317,18.01415797,59.95884774,28.64022248,52.11934156,38.91054797,45.29664325,7.582685566,77.07361683,30.06466784,43.25274348,8.903586126,69.07968575
30/06/2020,30.4664723,42.78061224,1.272199454,52.74943311,54.85331633,19.00614754,39.04761905,29.49907236,26.36904762,13.0393586,19.85359361,30.47195184,23.74772313,19.7711812,59.95901639,28.24927114,41.09631148,39.24719586,51.84645287,13.92683667,71.64845173,37.25702576,51.81010929,7.18969555,69.26229508
31/07/2020,45.36875726,44.39151423,9.715136054,67.63211382,70.43953252,33.46428571,60.77235772,26.43200296,33.60264228,36.2441928,37.00070696,58.1377551,87.4829932,24.83986203,60.0952381,26.8887921,37.38265306,39.37343358,61.45954317,11.17913832,75.90589569,35.43731778,49.90221088,7.221574344,68.94248609
31/08/2020,46.82620012,52.201417,42.02659214,78.65497076,58.00860324,30.85365854,59.91902834,27.99043062,36.6734143,38.66035281,43.88091885,80.80538618,95.84462511,31.79364495,59.63414634,26.34904569,33.7296748,46.09542148,59.59128591,29.60704607,85.98125565,33.28977933,49.92801491,7.290940767,68.6067997
30/09/2020,53.48862327,45.92993952,44.29402834,69.90927419,59.12298387,33.61842105,76.74731183,43.43841642,41.26176075,41.88148041,45.42864656,76.69534413,96.40125956,32.05034213,55.85695007,25.81365207,48.13259109,46.90674054,69.6140553,28.94736842,89.09244265,36.84210526,70.12483131,7.157316368,68.75230033
31/10/2020,60.81468732,56.69553213,50.49143145,68.05555556,47.84764056,48.40221774,73.89558233,63.99689668,54.26037483,62.67928858,63.70918456,82.99206149,98.94713262,37.16684922,54.9327957,30.19650029,40.48387097,45.22495756,57.54446357,36.45459976,91.99820789,35.91589862,76.30208333,10.02304147,67.8702346
30/11/2020,56.975,60,60.36646586,62.07222222,50.425,56.67670683,70,43.92272727,50.24833333,63.06071429,61.47608696,78.69603414,98.14814815,30.6969697,53.69477912,26.10428571,43.60943775,43.99351793,50.06666667,49.00342109,91.35207497,30,76.17553548,10.67412507,57.94085433
31/12/2020,55.79112123,61.85258964,58.35833333,63.02014166,31.99078685,51.66,60.55776892,36.78467946,43.71347942,61.05577689,57.48960679,76.765625,79.95555556,28.26874321,58.78666667,24.95873648,45.315,47.52982456,51.73591349,47.42962963,92.43333333,28.48,71.81666667,12.00285714,55.05454545
31/01/2021,56.23228458,65.52579365,73.07436919,60.48280423,42.48511905,32.56474104,79.23280423,36.41774892,44.12202381,56.93735828,56.47429262,72.52863546,79.45993803,28.52934103,59.21646746,28.63662132,50.44820717,51.57964633,71.52305367,54.73660912,90.31651173,26.01593625,70.96613546,13.17017644,70.26439696
28/02/2021,48.50014116,62.82114625,72.78439153,60.27667984,29.37870553,30.68452381,71.90382082,48.12252964,48.86034256,54.29841897,54.83760096,63.52616567,97.94973545,29.8957959,60.43650794,31.51044608,47.91666667,51.63951546,84.04856014,61.19194591,87.24867725,29.86394558,70.91187169,11.91326531,76.44300144
31/03/2021,59.61403262,75.01845472,24.11067194,64.16229221,59.72563976,36.77371542,99.21259843,72.60200429,61.54035433,62.12035996,62.74392331,43.35165514,61.92358366,33.2080649,67.81291173,35.02952756,48.58201581,52.22592053,85.17060367,71.76840872,87.83816425,38.48108413,47.33201581,12.32354602,73.3201581
30/04/2021,68.95658263,73.40073529,55.80708661,75.83877996,75.22671569,44.73425197,99.11764706,78.54723708,68.59477124,77.88165266,79.44373402,60.10088583,99.14698163,35.7278669,59.64566929,35.07002801,46.73720472,55.07321453,87.61904762,83.51560222,90.6911636,54.40382452,46.14091207,16.21484814,77.73801002
31/05/2021,64.46707589,70.93505859,64.82843137,63.51453993,72.69287109,62.54411765,98.92578125,78.33806818,71.10839844,78.36914063,81.13323709,53.58762255,98.80174292,63.77840909,60.32679739,35.20647321,44.81862745,65.23563811,93.51748512,85.58460421,92.94553377,53.34453782,46.34803922,18.19327731,81.83600713
30/06/2021,53.51584213,61.58195525,86.77978516,60.97060095,66.9868677,60.59570313,89.78599222,69.84877963,69.53955901,72.11297943,79.00524446,57.92236328,98.28559028,61.67315175,79.8046875,36.31739855,52.39746094,66.28974781,92.26422086,85.06221065,90.89192708,49.82421875,49.20247396,17.91852679,78.95951705
31/07/2021,52.30827796,52.77979651,75.44584955,54.45736434,58.1879845,65.21400778,82.81653747,64.25739958,72.33527132,78.75830565,82.36644759,47.49513619,98.94076956,59.59008692,63.48897536,34.85741971,54.50875486,67.9227251,91.78663714,86.70557717,85.48421963,50.84769316,49.34743839,20.10561423,73.31093031
31/08/2021,38.19980695,53.57142857,75.48045866,45.8011583,66.42736486,57.34496124,89.09266409,36.16619867,72.81531532,81.29826255,80.87124391,41.91799903,72.71748493,66.41511642,52.82945736,34.27192499,55.10658915,72.51801986,77.47747748,87.54665518,80.67614126,44.11960133,49.16828165,22.56090808,81.88865398
30/09/2021,36.94711538,55.91947115,74.36454311,42.78311966,61.72475962,53.15637066,75.38461538,23.80681818,73.21634615,81.81662088,78.65384615,51.53535232,79.57957958,67.21445221,85.88159588,34.65659341,55.97490347,71.35406083,84.23992674,86.92263692,79.35435435,43.06122449,45.88159588,24.35741864,82.53773254
31/10/2021,35.65955118,65.5651341,50.99759615,34.31247339,72.37787356,50.5,88.2183908,23.73301985,76.2835249,83.24438971,79.6643345,46.06069712,93.5042735,66.63764078,63.37179487,37.35905857,53.50961538,70.73211876,90.90494435,87.18660969,75.80876068,41.31868132,44.24679487,23.78571429,75.17482517
30/11/2021,33.71046892,60.57967557,64.53943167,36.88507209,63.94322519,44.54501916,91.66666667,32.98056905,77.56520356,87.49659215,83.37412878,58.42911877,83.35461899,71.53597039,63.48659004,41.55670665,50.75670498,74.99495866,89.84005816,88.0587484,73.51532567,58.0952381,44.12515964,23.08155446,72.4137931
31/12/2021,36.09451385,59.95722433,76.34382952,45.57456696,68.77970532,41.87022901,88.49809886,41.08192188,82.55228137,88.08392178,83.40841461,62.07359256,92.17557252,73.1132619,72.5826972,39.8139598,44.37977099,78.94736842,84.56454825,88.14673452,78.81467345,59.7655398,42.29484733,25.38440567,72.77931992
31/01/2022,30.93885281,61.84895833,71.70072877,42.69255051,47.91666667,52.28612167,91.22474747,32.46814738,75.22727273,82.86661255,78.64171607,59.10765209,85.04435995,70.9251607,81.96451204,48.78382035,48.4743346,80.85517977,82.71103896,85.71327982,78.8973384,58.70722433,42.31226236,25.38565997,74.50743173
28/02/2022,33.25471698,60.05896226,59.5959596,53.50104822,38.2134434,54.74431818,87.64150943,28.44339623,72.32232704,85.23247978,84.23297785,52.01526989,86.76346801,85.85477416,52.53787879,52.6212938,53.24337121,81.59888357,76.07367475,85.29040404,80.0462963,66.2202381,42.27825126,29.59145022,57.61019284
31/03/2022,26.41984425,61.20770677,71.62342767,37.73496241,41.07730263,46.5990566,86.96741855,18.05365687,71.60557644,87.08713749,82.8252697,46.43867925,86.3312369,83.3789018,66.62893082,58.59828142,54.26415094,85.27970871,80.73755818,87.38644305,82.20545073,73.43396226,45.2672956,29.67924528,55.54030875
30/04/2022,26.28410915,62.5585206,83.38815789,40.31939243,37.10205993,44.33740602,81.89762797,27.31528771,70.13576779,85.37988229,83.51856375,39.66165414,94.04761905,81.26205879,56.60401003,64.3846977,60.09868421,88.6096821,73.27447833,89.28571429,85.42710944,79.43609023,43.84398496,37.20461869,54.28913192
31/05/2022,27.93176972,60.76259328,81.55040574,39.34494196,39.0858209,39.04962547,76.52363184,20.46726594,69.21330846,82.03291578,81.08168397,39.43117978,94.4028298,73.85232926,63.25842697,64.82809168,58.54868914,87.00965898,77.14108031,88.95131086,85.74178111,81.82718031,35.83801498,43.60888175,47.53149472
30/06/2022,20.79129049,46.79948885,67.84437189,30.70528707,38.9695632,37.50932836,78.87236679,11.08060155,61.41109046,80.49986723,80.33376434,23.8048041,90.94112769,71.69088656,64.73880597,71.64232608,63.22761194,86.90429432,67.40130997,89.144555,79.43200663,84.56823028,31.63090796,55.21588486,39.06037992
31/07/2022,20.5952381,22.87037037,55.32450434,31.54320988,60.90277778,32.89033457,73.7345679,9.14983165,62.39660494,81.1276455,86.41304348,20.75975836,93.37050805,70.62289562,64.79553903,68.78306878,52.74163569,88.60301311,51.60493827,88.8957731,72.57744734,85.68242167,30.37097274,61.50557621,39.99662048
31/08/2022,28.22548761,21.63860701,54.18595679,37.09512095,61.81964945,28.86574074,77.61377614,37.73901375,59.44341943,81.03584607,81.99302102,19.5775463,83.7037037,54.20440568,59.22222222,72.72535582,64.8287037,87.34567901,38.13916711,83.42249657,70.23251029,84.23544974,32.76234568,65.29365079,38.63636364
30/09/2022,33.93185399,27.86075368,53.33256458,39.65992647,62.08065257,28.79151292,67.95343137,48.27874332,60.43351716,77.95430672,80.35685742,23.64506458,78.2902829,55.8043672,62.66912669,73.24711134,66.62361624,82.66653719,26.51435574,64.69181358,66.85731857,84.98945704,36.16236162,66.95044808,30.34216706
31/10/2022,34.54016222,23.23145604,58.86948529,43.91025641,38.79349817,40.58363971,69.71916972,41.17965368,59.00030525,75.02943485,79.19055582,21.90946691,79.51388889,56.95970696,62.61029412,75.38461538,58.69025735,78.54102167,37.27542299,56.84232026,62.06495098,86.64390756,33.68183211,68.99684874,25.5013369
